Location,Year,Age,Sex,Cause of death or injury,Measure,Value,Lower bound,Upper bound
Colombia,1990 - 2015,All ages,Both,Rheumatoid arthritis,YLLs annual % change,-0.002032416,,
Colombia,2015,All ages,Both,Osteoarthritis,Percent of total YLLs,0,0,0
Colombia,1990 - 2015,All ages,Both,Osteoarthritis,YLLs annual % change,0,,
Colombia,2015,All ages,Both,Low back and neck pain,Percent of total YLLs,0,0,0
Colombia,1990 - 2015,All ages,Both,Low back and neck pain,YLLs annual % change,0,,
Colombia,2015,All ages,Both,Gout,Percent of total YLLs,0,0,0
Colombia,1990 - 2015,All ages,Both,Gout,YLLs annual % change,0,,
Colombia,2015,All ages,Both,Other musculoskeletal disorders,Percent of total YLLs,0.004405975,0.002961326,0.005115205
Colombia,1990 - 2015,All ages,Both,Other musculoskeletal disorders,YLLs annual % change,0.010459681,,
Colombia,2015,All ages,Both,Congenital birth defects,Percent of total YLLs,0.04740973,0.029962597,0.061336222
Colombia,1990 - 2015,All ages,Both,Congenital birth defects,YLLs annual % change,-0.016946396,,
Colombia,2015,All ages,Both,Skin and subcutaneous diseases,Percent of total YLLs,0.003950034,0.00310548,0.004846647
Colombia,1990 - 2015,All ages,Both,Skin and subcutaneous diseases,YLLs annual % change,0.004296094,,
Colombia,2015,All ages,Both,Sense organ diseases,Percent of total YLLs,0,0,0
Colombia,1990 - 2015,All ages,Both,Sense organ diseases,YLLs annual % change,0,,
Colombia,2015,All ages,Both,Oral disorders,Percent of total YLLs,0,0,0
Colombia,1990 - 2015,All ages,Both,Oral disorders,YLLs annual % change,0,,
Colombia,2015,All ages,Both,Sudden infant death syndrome,Percent of total YLLs,0.000939174,0.000633386,0.001386712
Colombia,1990 - 2015,All ages,Both,Sudden infant death syndrome,YLLs annual % change,-0.035347848,,
Colombia,2015,All ages,Both,Road injuries,Percent of total YLLs,0.053078519,0.048681849,0.058581009
Colombia,1990 - 2015,All ages,Both,Road injuries,YLLs annual % change,-0.02292204,,
Colombia,2015,All ages,Both,Other transport injuries,Percent of total YLLs,0.00225081,0.001894472,0.002621419
Colombia,1990 - 2015,All ages,Both,Other transport injuries,YLLs annual % change,0.004042142,,
Colombia,2015,All ages,Both,Falls,Percent of total YLLs,0.00801661,0.007411145,0.008743943
Colombia,1990 - 2015,All ages,Both,Falls,YLLs annual % change,-0.019172278,,
Colombia,2015,All ages,Both,Drowning,Percent of total YLLs,0.012487587,0.010921386,0.01412906
Colombia,1990 - 2015,All ages,Both,Drowning,YLLs annual % change,-0.041028945,,
Colombia,2015,All ages,Both,"Fire, heat, and hot substances",Percent of total YLLs,0.001831181,0.001635887,0.002094597
Colombia,1990 - 2015,All ages,Both,"Fire, heat, and hot substances",YLLs annual % change,-0.065961646,,
Colombia,2015,All ages,Both,Poisonings,Percent of total YLLs,0.000842077,0.000746939,0.000988685
Colombia,1990 - 2015,All ages,Both,Poisonings,YLLs annual % change,-0.077854179,,
Colombia,2015,All ages,Both,Exposure to mechanical forces,Percent of total YLLs,0.005195702,0.004827268,0.005693282
Colombia,1990 - 2015,All ages,Both,Exposure to mechanical forces,YLLs annual % change,-0.052014879,,
Colombia,2015,All ages,Both,Adverse effects of medical treatment,Percent of total YLLs,0.00154684,0.001356014,0.002507467
Colombia,1990 - 2015,All ages,Both,Adverse effects of medical treatment,YLLs annual % change,-0.048091846,,
Colombia,2015,All ages,Both,Animal contact,Percent of total YLLs,0.001017052,0.000923146,0.001144797
Colombia,1990 - 2015,All ages,Both,Animal contact,YLLs annual % change,-0.046217334,,
Colombia,2015,All ages,Both,Foreign body,Percent of total YLLs,0.007065556,0.005875501,0.00843778
Colombia,1990 - 2015,All ages,Both,Foreign body,YLLs annual % change,-0.035800545,,
Colombia,2015,All ages,Both,Other unintentional injuries,Percent of total YLLs,0.002837024,0.00251697,0.003190293
Colombia,1990 - 2015,All ages,Both,Other unintentional injuries,YLLs annual % change,-0.029968841,,
Colombia,2015,All ages,Both,Self-harm,Percent of total YLLs,0.025178207,0.022374513,0.028419823
Colombia,1990 - 2015,All ages,Both,Self-harm,YLLs annual % change,0.007767051,,
Colombia,2015,All ages,Both,Interpersonal violence,Percent of total YLLs,0.157426049,0.144059137,0.170660643
Colombia,1990 - 2015,All ages,Both,Interpersonal violence,YLLs annual % change,-0.029123387,,
Colombia,2015,All ages,Both,Exposure to forces of nature,Percent of total YLLs,0.000708461,0.000404334,0.001027695
Colombia,1990 - 2015,All ages,Both,Exposure to forces of nature,YLLs annual % change,-0.02893371,,
Colombia,2015,All ages,Both,Collective violence and legal intervention,Percent of total YLLs,0,0,0
Colombia,1990 - 2015,All ages,Both,Collective violence and legal intervention,YLLs annual % change,0,,
Colombia,2015,All ages,Both,Maternal deaths aggravated by HIV/AIDS,Percent of total YLLs,1.70704E-06,7.14E-07,3.24723E-06
Colombia,1990 - 2015,All ages,Both,Maternal deaths aggravated by HIV/AIDS,YLLs annual % change,0.027454378,,
Colombia,2015,All ages,Both,Environmental heat and cold exposure,Percent of total YLLs,0.000111463,8.97857E-05,0.000276771
Colombia,1990 - 2015,All ages,Both,Environmental heat and cold exposure,YLLs annual % change,-0.091964722,,
Colombia,2015,All ages,Both,Ebola,Percent of total YLLs,0,0,0
Colombia,1990 - 2015,All ages,Both,Ebola,YLLs annual % change,0,,
,,,,,,,,
"Global Burden of Disease Study 2015. Global Burden of Disease Study 2015 (GBD 2015) Results. Seattle, United States: Institute for Health Metrics and Evaluation (IHME), 2016.",,,,,,,,
Available from from https://http://vizhub.healthdata.org/gbd-compare/,,,,,,,,
"For terms and conditions of use, please visit http://www.healthdata.org/about/terms-and-conditions",,,,,,,,
