Location,Year,Age,Sex,Cause of death or injury,Measure,Value,Lower bound,Upper bound
Colombia,1990 - 2015,All ages,Both,Hemoglobinopathies and hemolytic anemias,DALYs annual % change,-0.014942295,,
Colombia,2015,All ages,Both,"Endocrine, metabolic, blood, and immune disorders",Percent of total DALYs,0.002827987,0.00249539,0.003203838
Colombia,1990 - 2015,All ages,Both,"Endocrine, metabolic, blood, and immune disorders",DALYs annual % change,-0.005062793,,
Colombia,2015,All ages,Both,Rheumatoid arthritis,Percent of total DALYs,0.005130903,0.003954718,0.006368319
Colombia,1990 - 2015,All ages,Both,Rheumatoid arthritis,DALYs annual % change,0.009024503,,
Colombia,2015,All ages,Both,Osteoarthritis,Percent of total DALYs,0.007587509,0.00595164,0.009445155
Colombia,1990 - 2015,All ages,Both,Osteoarthritis,DALYs annual % change,0.028336294,,
Colombia,2015,All ages,Both,Low back and neck pain,Percent of total DALYs,0.059440045,0.047402175,0.07395549
Colombia,1990 - 2015,All ages,Both,Low back and neck pain,DALYs annual % change,0.011968642,,
Colombia,2015,All ages,Both,Gout,Percent of total DALYs,0.000659342,0.000482753,0.000854187
Colombia,1990 - 2015,All ages,Both,Gout,DALYs annual % change,0.017856019,,
Colombia,2015,All ages,Both,Other musculoskeletal disorders,Percent of total DALYs,0.016592445,0.012953955,0.020719067
Colombia,1990 - 2015,All ages,Both,Other musculoskeletal disorders,DALYs annual % change,0.015338823,,
Colombia,2015,All ages,Both,Congenital birth defects,Percent of total DALYs,0.030649136,0.020046893,0.040623404
Colombia,1990 - 2015,All ages,Both,Congenital birth defects,DALYs annual % change,-0.014646552,,
Colombia,2015,All ages,Both,Skin and subcutaneous diseases,Percent of total DALYs,0.032454078,0.024415396,0.043072204
Colombia,1990 - 2015,All ages,Both,Skin and subcutaneous diseases,DALYs annual % change,-0.001613444,,
Colombia,2015,All ages,Both,Sense organ diseases,Percent of total DALYs,0.044585912,0.034606814,0.056921901
Colombia,1990 - 2015,All ages,Both,Sense organ diseases,DALYs annual % change,0.012616633,,
Colombia,2015,All ages,Both,Oral disorders,Percent of total DALYs,0.013253424,0.009049047,0.018960893
Colombia,1990 - 2015,All ages,Both,Oral disorders,DALYs annual % change,0.013620395,,
Colombia,2015,All ages,Both,Sudden infant death syndrome,Percent of total DALYs,0.00052205,0.000338231,0.00077251
Colombia,1990 - 2015,All ages,Both,Sudden infant death syndrome,DALYs annual % change,-0.035347848,,
Colombia,2015,All ages,Both,Road injuries,Percent of total DALYs,0.031342611,0.027395402,0.03598479
Colombia,1990 - 2015,All ages,Both,Road injuries,DALYs annual % change,-0.021965119,,
Colombia,2015,All ages,Both,Other transport injuries,Percent of total DALYs,0.001325487,0.001090432,0.001588801
Colombia,1990 - 2015,All ages,Both,Other transport injuries,DALYs annual % change,0.00357257,,
Colombia,2015,All ages,Both,Falls,Percent of total DALYs,0.007326231,0.006827294,0.007849166
Colombia,1990 - 2015,All ages,Both,Falls,DALYs annual % change,-0.014639019,,
Colombia,2015,All ages,Both,Drowning,Percent of total DALYs,0.006978946,0.005827491,0.008276459
Colombia,1990 - 2015,All ages,Both,Drowning,DALYs annual % change,-0.04100206,,
Colombia,2015,All ages,Both,"Fire, heat, and hot substances",Percent of total DALYs,0.001287526,0.00113204,0.001474528
Colombia,1990 - 2015,All ages,Both,"Fire, heat, and hot substances",DALYs annual % change,-0.062869016,,
Colombia,2015,All ages,Both,Poisonings,Percent of total DALYs,0.000597796,0.000531722,0.000699862
Colombia,1990 - 2015,All ages,Both,Poisonings,DALYs annual % change,-0.072230545,,
Colombia,2015,All ages,Both,Exposure to mechanical forces,Percent of total DALYs,0.003884315,0.00358038,0.004257156
Colombia,1990 - 2015,All ages,Both,Exposure to mechanical forces,DALYs annual % change,-0.047506126,,
Colombia,2015,All ages,Both,Adverse effects of medical treatment,Percent of total DALYs,0.001011205,0.000858235,0.001556872
Colombia,1990 - 2015,All ages,Both,Adverse effects of medical treatment,DALYs annual % change,-0.044367972,,
Colombia,2015,All ages,Both,Animal contact,Percent of total DALYs,0.000708256,0.000639993,0.000794088
Colombia,1990 - 2015,All ages,Both,Animal contact,DALYs annual % change,-0.043321467,,
Colombia,2015,All ages,Both,Foreign body,Percent of total DALYs,0.004290848,0.003481384,0.005236307
Colombia,1990 - 2015,All ages,Both,Foreign body,DALYs annual % change,-0.035470559,,
Colombia,2015,All ages,Both,Other unintentional injuries,Percent of total DALYs,0.002803419,0.002529746,0.003086817
Colombia,1990 - 2015,All ages,Both,Other unintentional injuries,DALYs annual % change,-0.023590512,,
Colombia,2015,All ages,Both,Self-harm,Percent of total DALYs,0.014062738,0.01179302,0.016385492
Colombia,1990 - 2015,All ages,Both,Self-harm,DALYs annual % change,0.007693299,,
Colombia,2015,All ages,Both,Interpersonal violence,Percent of total DALYs,0.088766827,0.075285297,0.101345242
Colombia,1990 - 2015,All ages,Both,Interpersonal violence,DALYs annual % change,-0.028951222,,
Colombia,2015,All ages,Both,Exposure to forces of nature,Percent of total DALYs,0.001042244,0.000684347,0.001409353
Colombia,1990 - 2015,All ages,Both,Exposure to forces of nature,DALYs annual % change,-0.027768139,,
Colombia,2015,All ages,Both,Collective violence and legal intervention,Percent of total DALYs,0.000271341,0.000204933,0.000341256
Colombia,1990 - 2015,All ages,Both,Collective violence and legal intervention,DALYs annual % change,-0.118848152,,
Colombia,2015,All ages,Both,Maternal deaths aggravated by HIV/AIDS,Percent of total DALYs,9.48E-07,3.89E-07,1.93484E-06
Colombia,1990 - 2015,All ages,Both,Maternal deaths aggravated by HIV/AIDS,DALYs annual % change,0.027454378,,
Colombia,2015,All ages,Both,Environmental heat and cold exposure,Percent of total DALYs,0.000175497,0.000146964,0.000270562
Colombia,1990 - 2015,All ages,Both,Environmental heat and cold exposure,DALYs annual % change,-0.07338758,,
Colombia,2015,All ages,Both,Ebola,Percent of total DALYs,0,0,0
Colombia,1990 - 2015,All ages,Both,Ebola,DALYs annual % change,0,,
,,,,,,,,
"Global Burden of Disease Study 2015. Global Burden of Disease Study 2015 (GBD 2015) Results. Seattle, United States: Institute for Health Metrics and Evaluation (IHME), 2016.",,,,,,,,
Available from from https://http://vizhub.healthdata.org/gbd-compare/,,,,,,,,
"For terms and conditions of use, please visit http://www.healthdata.org/about/terms-and-conditions",,,,,,,,
