Location,Year,Age,Sex,Cause of death or injury,Measure,Value,Lower bound,Upper bound
Colombia,2015,All ages,Both,Low back and neck pain,Percent of total deaths,0,0,0
Colombia,1990 - 2015,All ages,Both,Low back and neck pain,Deaths annual % change,0,,
Colombia,2015,All ages,Both,Gout,Percent of total deaths,0,0,0
Colombia,1990 - 2015,All ages,Both,Gout,Deaths annual % change,0,,
Colombia,2015,All ages,Both,Other musculoskeletal disorders,Percent of total deaths,0.003012602,0.002590828,0.003380852
Colombia,1990 - 2015,All ages,Both,Other musculoskeletal disorders,Deaths annual % change,0.01796322,,
Colombia,2015,All ages,Both,Congenital birth defects,Percent of total deaths,0.015408813,0.009897201,0.020288244
Colombia,1990 - 2015,All ages,Both,Congenital birth defects,Deaths annual % change,-0.016124545,,
Colombia,2015,All ages,Both,Skin and subcutaneous diseases,Percent of total deaths,0.005632141,0.003848127,0.006741736
Colombia,1990 - 2015,All ages,Both,Skin and subcutaneous diseases,Deaths annual % change,0.024576661,,
Colombia,2015,All ages,Both,Sense organ diseases,Percent of total deaths,0,0,0
Colombia,1990 - 2015,All ages,Both,Sense organ diseases,Deaths annual % change,0,,
Colombia,2015,All ages,Both,Oral disorders,Percent of total deaths,0,0,0
Colombia,1990 - 2015,All ages,Both,Oral disorders,Deaths annual % change,0,,
Colombia,2015,All ages,Both,Sudden infant death syndrome,Percent of total deaths,0.000289728,0.000190433,0.000433323
Colombia,1990 - 2015,All ages,Both,Sudden infant death syndrome,Deaths annual % change,-0.035352746,,
Colombia,2015,All ages,Both,Road injuries,Percent of total deaths,0.030886992,0.028803677,0.033225876
Colombia,1990 - 2015,All ages,Both,Road injuries,Deaths annual % change,-0.016282617,,
Colombia,2015,All ages,Both,Other transport injuries,Percent of total deaths,0.001270069,0.001091225,0.001454264
Colombia,1990 - 2015,All ages,Both,Other transport injuries,Deaths annual % change,0.008940718,,
Colombia,2015,All ages,Both,Falls,Percent of total deaths,0.007722233,0.007174403,0.008326747
Colombia,1990 - 2015,All ages,Both,Falls,Deaths annual % change,-0.006895117,,
Colombia,2015,All ages,Both,Drowning,Percent of total deaths,0.005695158,0.005101453,0.006281313
Colombia,1990 - 2015,All ages,Both,Drowning,Deaths annual % change,-0.03692627,,
Colombia,2015,All ages,Both,"Fire, heat, and hot substances",Percent of total deaths,0.00110226,0.001013246,0.001230497
Colombia,1990 - 2015,All ages,Both,"Fire, heat, and hot substances",Deaths annual % change,-0.053974438,,
Colombia,2015,All ages,Both,Poisonings,Percent of total deaths,0.00046449,0.000420121,0.000532027
Colombia,1990 - 2015,All ages,Both,Poisonings,Deaths annual % change,-0.070372923,,
Colombia,2015,All ages,Both,Exposure to mechanical forces,Percent of total deaths,0.00278119,0.002601789,0.003014697
Colombia,1990 - 2015,All ages,Both,Exposure to mechanical forces,Deaths annual % change,-0.043328734,,
Colombia,2015,All ages,Both,Adverse effects of medical treatment,Percent of total deaths,0.001344049,0.001174907,0.002098104
Colombia,1990 - 2015,All ages,Both,Adverse effects of medical treatment,Deaths annual % change,-0.029253967,,
Colombia,2015,All ages,Both,Animal contact,Percent of total deaths,0.000670782,0.000612595,0.000741791
Colombia,1990 - 2015,All ages,Both,Animal contact,Deaths annual % change,-0.03496018,,
Colombia,2015,All ages,Both,Foreign body,Percent of total deaths,0.003603876,0.0031375,0.004143336
Colombia,1990 - 2015,All ages,Both,Foreign body,Deaths annual % change,-0.02471974,,
Colombia,2015,All ages,Both,Other unintentional injuries,Percent of total deaths,0.001515228,0.001360739,0.001684859
Colombia,1990 - 2015,All ages,Both,Other unintentional injuries,Deaths annual % change,-0.024916326,,
Colombia,2015,All ages,Both,Self-harm,Percent of total deaths,0.013728432,0.012445274,0.015170967
Colombia,1990 - 2015,All ages,Both,Self-harm,Deaths annual % change,0.011429013,,
Colombia,2015,All ages,Both,Interpersonal violence,Percent of total deaths,0.077964891,0.072037393,0.083809132
Colombia,1990 - 2015,All ages,Both,Interpersonal violence,Deaths annual % change,-0.027148429,,
Colombia,2015,All ages,Both,Exposure to forces of nature,Percent of total deaths,0.000380661,0.000218019,0.000552844
Colombia,1990 - 2015,All ages,Both,Exposure to forces of nature,Deaths annual % change,-0.023035599,,
Colombia,2015,All ages,Both,Collective violence and legal intervention,Percent of total deaths,0,0,0
Colombia,1990 - 2015,All ages,Both,Collective violence and legal intervention,Deaths annual % change,0,,
Colombia,2015,All ages,Both,Maternal deaths aggravated by HIV/AIDS,Percent of total deaths,8.34E-07,3.51E-07,1.57E-06
Colombia,1990 - 2015,All ages,Both,Maternal deaths aggravated by HIV/AIDS,Deaths annual % change,0.030082716,,
Colombia,2015,All ages,Both,Environmental heat and cold exposure,Percent of total deaths,8.30E-05,6.63E-05,0.000213772
Colombia,1990 - 2015,All ages,Both,Environmental heat and cold exposure,Deaths annual % change,-0.083630381,,
Colombia,2015,All ages,Both,Ebola,Percent of total deaths,0,0,0
Colombia,1990 - 2015,All ages,Both,Ebola,Deaths annual % change,0,,
,,,,,,,,
"Global Burden of Disease Study 2015. Global Burden of Disease Study 2015 (GBD 2015) Results. Seattle, United States: Institute for Health Metrics and Evaluation (IHME), 2016.",,,,,,,,
Available from from https://http://vizhub.healthdata.org/gbd-compare/,,,,,,,,
"For terms and conditions of use, please visit http://www.healthdata.org/about/terms-and-conditions",,,,,,,,
